# energy[keV]         #dN/dE [1/(keV cm^2 s])
0.0000000000000000   0.01008248595897478
0.8745696807302608   0.01008248595897478
2.2682883410008117   0.0101346052013026
3.6619524632686264   0.01019679488583817
5.055725661541928    0.010238843685958257
6.449498859815236    0.010280892486078335
7.843217520085794    0.010333011728406154
9.236990718359102    0.01037506052852624
10.630654840626903   0.01043725021306181
12.024318962894718   0.01049943989759738
13.417874009157025   0.010581770466548441
14.811701745433083   0.01061374882446077
16.20520225369264    0.01070614983561959
17.59897545196595    0.010748198635739659
18.992475960225505   0.01084059964689847
20.385431088457565   0.01103370508013474
21.77751360864562    0.011387937588694967
23.168559906781454   0.01193350849920236
24.558569982865023   0.012670417811656929
25.94710753287434    0.013679229063720664
27.218715604988162   0.014828879254085416
28.373306938402038   0.016135481090283585
29.411306929537446   0.01752048512309476
30.332699216993547   0.018986912485181255
31.138689090631132   0.02031220640375188
31.94388816322885    0.02178352173433481
32.748541855799076   0.023355541486995213
33.43833851457825    0.024685723374062274
34.12791702134642    0.026056187029960327
34.81749552811462    0.02742665068585838
35.50718311088829    0.02877697345734094
36.3121163107226     0.030297382193686646
37.23320182191324    0.03182045579319171
38.15492133738586    0.03322646050203172
39.192774075913846   0.034638654728803813
40.46250604073305    0.036134728131115033
41.849080222643394   0.037506075302657633
43.23712693062798    0.038605520534591085
44.62620986066479    0.039513627364577353
46.016492626762115   0.04020018446599319
47.40759346290069    0.04073568493429285
48.7995123690805     0.0411201287694763
50.19170396527406    0.04145422039362102
51.582586649401634   0.042030002630751655
52.97068789538896    0.04311937742047736
54.124466612561875   0.04457602884557096
55.16169761785851    0.04610302611351134
55.619707764951144   0.0473322090732861
56.07687257300114    0.04871748388728092
56.53302842800029    0.05028906188211905
56.910404138027374   0.05210726754264202
57.382839586847325   0.05424785006431906
57.54751708615028    0.056015433550689675
57.809408575354695   0.05770761143100839
58.03083286651879    0.05972199437777251
58.3277104844872     0.06210404663352433
58.54744409756606    0.06443061328872859
58.92405627555465    0.066389805140160005
59.805281323985554   0.0681230501365493
60.73782663300399    0.06753007206715166
61.09357802494078    0.06619114501134366
61.21770651919927    0.06472100770162012
61.57683926730655    0.06275771322893185
61.528327713860634   0.06099027699516865
61.71083914006276    0.05946482587960621
61.718038156425735   0.05813552750818369
61.72523717278871    0.056806229136761175
61.73243618915167    0.05547693076533865
61.739635205514645   0.05414763239391613
61.74683422187762    0.05281833402249362
61.754033238240595   0.05148903565107109
61.761232254603556   0.05015973727964857
61.76843127096653    0.04883043890822606
61.775630287329506   0.047501140536803526
61.782829303692466   0.04617184216538101
61.79002832005544    0.04484254379395849
61.797227336418416   0.04351324542253597
61.68596981080886    0.04260675837123137
61.863109243740155   0.038498214287280765
62.29927692073149    0.036610546299555535
63.121628195194006   0.034914707555802247
63.82702272275962    0.033364742971453856
64.88162408193206    0.031684304396227025
65.8069976435889     0.03241558947714803
66.3288118000985     0.034733475591144627
66.82754002004411    0.03702414206065882
67.20576106911383    0.038686255866961714
67.73837920396815    0.04043919998994423
68.5481049307941     0.041074668617284225
69.06114392266124    0.039292838441145292
69.22933912314154    0.036835846879265075
69.47017894328457    0.03526515240007148
70.21189578068153    0.034158336357066412
71.26229771364225    0.033253321831836056
71.66031605771013    0.031259865116727026
71.63042923220324    0.02962840439486963
71.63762824856622    0.02829910602344712
71.60675973900983    0.026848913261329166
72.3498945644783     0.02548026572092268
73.75015778507884    0.024323931898320943
75.15025739167112    0.02319780940234245
76.5498116182359     0.02217239132844141
77.94931130679794    0.021157043696748117
79.34821107732972    0.02025247092934004
80.74683815784776    0.019398250372970693
82.14530162435756    0.018574241143224581
83.54349240085361    0.017800584124517203
84.94141048733587    0.017077279316848557
86.33921949781265    0.016374115393595403
87.73675581827573    0.015721303681380983
89.1341285247305     0.015098703295789804
90.53144669318255    0.014486173352406366
91.92849217162083    0.01392399562006167
93.32553765005912    0.013361817887716958
94.72231043848367    0.012849992366410978
96.11897415090272    0.012358307729520508
97.51569240132451    0.011856552650422278
98.91219249973531    0.01139507934015505
100.30852898413787   0.010963817356511036
101.70486546854042   0.010532555372867032
103.1010383389347    0.010131504715846287
104.49693851931525   0.009780806269864248
105.89322046571505   0.009359614728427985
107.2891206460956    0.009008916282445965
108.68507536447888   0.008648147394256185
110.08103008286221   0.008287378506066414
111.47660303522625   0.007997102713330859
112.87239413960131   0.007666545151764321
114.26807616797083   0.007356128474613275
115.6636491203349    0.007065852681877729
117.0591675346962    0.006785647331349915
118.45457687305199   0.006525582865237611
119.85009528741327   0.006245377514709798
121.24550462576909   0.005985313048597494
122.64075035011663   0.005755459909108405
124.03605061246697   0.005515536327411592
125.43124179881175   0.005295753630130271
126.82632390915103   0.005096111817264433
128.22151509549585   0.0048763291199831116
129.6166517438379    0.004666616864909532
131.01167931617445   0.004477045494251435
132.4068159645165    0.004267333239177855
133.8016799228448    0.004107973195143
135.19665295717863   0.003928472266692662
136.5915169155069    0.0037691122226578244
137.98643541183796   0.00359968173641521
139.38124483216353   0.003450392134588114
140.77605425248908   0.003301102532761018
142.17086367281462   0.003151812930933904
143.56556401713468   0.003022664213522308
144.96031889945746   0.0028834450539029355
146.3550737817803    0.0027442258942835807
147.74966505009485   0.0026352180612874676
149.1442563184094    0.0025262102282913546
150.53895666272945   0.0023970615108797588
151.9336570070495    0.0022679127934681453
153.3280846613558    0.0021891162870952563
154.72267592967037   0.0020801084540991255
156.1170490459739    0.0020113823899340133
157.5114767002802    0.0019325858835611243
158.90606796859478   0.0018235780505650112
160.30044108489832   0.0017548519863998813
