2.000000E+02  2.200000E+00  3.499596E-01
2.000000E+02  2.210000E+00  3.473297E-01
2.000000E+02  2.220000E+00  3.487427E-01
2.000000E+02  2.230000E+00  3.481379E-01
2.000000E+02  2.240000E+00  3.450092E-01
2.000000E+02  2.250000E+00  3.384684E-01
2.000000E+02  2.260000E+00  3.275483E-01
2.000000E+02  2.270000E+00  3.164197E-01
2.000000E+02  2.280000E+00  3.046129E-01
2.000000E+02  2.290000E+00  2.878878E-01
2.000000E+02  2.300000E+00  2.684321E-01
2.000000E+02  2.310000E+00  2.504704E-01
2.000000E+02  2.320000E+00  2.332597E-01
2.000000E+02  2.330000E+00  2.150386E-01
2.000000E+02  2.340000E+00  1.994285E-01
2.000000E+02  2.350000E+00  1.863531E-01
2.000000E+02  2.360000E+00  1.758240E-01
2.000000E+02  2.370000E+00  1.660950E-01
2.000000E+02  2.380000E+00  1.571212E-01
2.000000E+02  2.390000E+00  1.494154E-01
2.000000E+02  2.400000E+00  1.432868E-01
2.000000E+02  2.410000E+00  1.382827E-01
2.000000E+02  2.420000E+00  1.335333E-01
2.000000E+02  2.430000E+00  1.294360E-01
2.000000E+02  2.440000E+00  1.259481E-01
2.000000E+02  2.450000E+00  1.229684E-01
2.000000E+02  2.460000E+00  1.202636E-01
2.000000E+02  2.470000E+00  1.177794E-01
2.000000E+02  2.480000E+00  1.153434E-01
2.000000E+02  2.490000E+00  1.144965E-01
2.050000E+02  2.200000E+00  1.510043E-01
2.050000E+02  2.210000E+00  1.450941E-01
2.050000E+02  2.220000E+00  1.376881E-01
2.050000E+02  2.230000E+00  1.326221E-01
2.050000E+02  2.240000E+00  1.271759E-01
2.050000E+02  2.250000E+00  1.231234E-01
2.050000E+02  2.260000E+00  1.197141E-01
2.050000E+02  2.270000E+00  1.177080E-01
2.050000E+02  2.280000E+00  1.161186E-01
2.050000E+02  2.290000E+00  1.134719E-01
2.050000E+02  2.300000E+00  1.108404E-01
2.050000E+02  2.310000E+00  1.082013E-01
2.050000E+02  2.320000E+00  1.063031E-01
2.050000E+02  2.330000E+00  1.041349E-01
2.050000E+02  2.340000E+00  1.022657E-01
2.050000E+02  2.350000E+00  1.018198E-01
2.050000E+02  2.360000E+00  1.019374E-01
2.050000E+02  2.370000E+00  1.017723E-01
2.050000E+02  2.380000E+00  1.018746E-01
2.050000E+02  2.390000E+00  1.019759E-01
2.050000E+02  2.400000E+00  1.021404E-01
2.050000E+02  2.410000E+00  1.014838E-01
2.050000E+02  2.420000E+00  1.015073E-01
2.050000E+02  2.430000E+00  1.018766E-01
2.050000E+02  2.440000E+00  1.005958E-01
2.050000E+02  2.450000E+00  9.898799E-02
2.050000E+02  2.460000E+00  9.787602E-02
2.050000E+02  2.470000E+00  9.748868E-02
2.050000E+02  2.480000E+00  9.770384E-02
2.050000E+02  2.490000E+00  9.840590E-02
2.100000E+02  2.200000E+00  1.023360E-01
2.100000E+02  2.210000E+00  1.022036E-01
2.100000E+02  2.220000E+00  9.908940E-02
2.100000E+02  2.230000E+00  9.759961E-02
2.100000E+02  2.240000E+00  9.655421E-02
2.100000E+02  2.250000E+00  9.636462E-02
2.100000E+02  2.260000E+00  9.633410E-02
2.100000E+02  2.270000E+00  9.644789E-02
2.100000E+02  2.280000E+00  9.671193E-02
2.100000E+02  2.290000E+00  9.661021E-02
2.100000E+02  2.300000E+00  9.567515E-02
2.100000E+02  2.310000E+00  9.429301E-02
2.100000E+02  2.320000E+00  9.315148E-02
2.100000E+02  2.330000E+00  9.241945E-02
2.100000E+02  2.340000E+00  9.175418E-02
2.100000E+02  2.350000E+00  9.310447E-02
2.100000E+02  2.360000E+00  9.501747E-02
2.100000E+02  2.370000E+00  9.505378E-02
2.100000E+02  2.380000E+00  9.494334E-02
2.100000E+02  2.390000E+00  9.540050E-02
2.100000E+02  2.400000E+00  9.666546E-02
